cliente,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
DANIEL BANDEIRA,vinho,queijo,,,,,,,,,,,,,,,,
OTÁVIO DEMARQUE,vinho tinto,queijo,presunto,,,,,,,,,,,,,,,
DAVI NÁPOLES,azeitona,suco,cogumelo,bisnaguinha,,,,,,,,,,,,,,
SÁVIO LIMA,alface,milho verde,,,,,,,,,,,,,,,,
MAYCON SOARES,geleia,abacaxi,farinha de trigo,água tônica,papel higiênico,nutella,,,,,,,,,,,,
GABRIEL CRUZ,atum enlatado,peixe,salada,alface,,,,,,,,,,,,,,
JÚLIO SOARES,leite,óleo de soja,pudim,maionese,,,,,,,,,,,,,,
JOÃO OLIVEIRA,castanhas,amendoim,,,,,,,,,,,,,,,,
VICTOR OLIVEIRA,farinha de mandioca,água tônica,mel,cebola,,,,,,,,,,,,,,
GUSTAVO MASSI,filé de frango,arroz,feijão,nhoque,,,,,,,,,,,,,,
GUSTAVO SOARES,papel higiênico,azeitona,,,,,,,,,,,,,,,,
MAYCON NÁPOLES,morango,carvão,picanha,cerveja,salsicha,vodka,,,,,,,,,,,,
VICTOR DEMARQUE,pão,manteiga,,,,,,,,,,,,,,,,
OTÁVIO SANTOS,filé de frango,arroz,feijão,óleo de soja,catchup,banana,azeite,alface,espumante,,,,,,,,,
JÚLIO SANTOS,sabão,queijo ralado,catchup,,,,,,,,,,,,,,,
DANIEL SOARES,café,açúcar,,,,,,,,,,,,,,,,
SÁVIO CRUZ,atum enlatado,peito de peru,,,,,,,,,,,,,,,,
DANIEL LIMA,salada,alface,,,,,,,,,,,,,,,,
SERGIO CARDOSO,morango,pão,manteiga,queijo,presunto,chá,molho de tomate,limão,chá,chocolate,sorvete,,,,,,,
ALYSON DEMARQUE,massa de pizza,azeitona,frango,feijão,salada,arroz,açúcar,,,,,,,,,,,
SERGIO BANDEIRA,papel higiênico,massa de pizza,cebola,,,,,,,,,,,,,,,
JOÃO BANDEIRA,batata,barra de cereal,vinho tinto,queijo,presunto,,,,,,,,,,,,,
FILIPE CARDOSO,achocolatado,torrada,queijo ralado,queijo ralado,feijão,laranja,macarrão,,,,,,,,,,,
GABRIEL SILVA,energético,molho branco,atum enlatado,detergente,,,,,,,,,,,,,,
VANESSA RODRIGUES,tomate,arroz,feijão,salada,suco,energético,catchup,leite,,,,,,,,,,
SERGIO LIMA,sorvete,tomate,salada,,,,,,,,,,,,,,,
VICTOR BANDEIRA,alho,linguiça,,,,,,,,,,,,,,,,
GABRIEL LIMA,manga,chá,milho verde,pudim,uva,,,,,,,,,,,,,
PEDRO MASSI,massa de pizza,açúcar,filé de frango,arroz,,,,,,,,,,,,,,
WEMERSON DEMARQUE,atum enlatado,sopa pronta,,,,,,,,,,,,,,,,
MAYCON OLIVEIRA,nhoque,biscoito,milho verde,papel higiênico,carvão,picanha,,,,,,,,,,,,
ALYSON SOARES,manteiga,molho branco,catchup,nhoque,,,,,,,,,,,,,,
SERGIO NÁPOLES,alface,cenoura,suco de laranja,pão,manteiga,bolo,nutella,tempero pronto,frango,,,,,,,,,
VANESSA NETO,suco de laranja,pão,,,,,,,,,,,,,,,,
LUIZ NÁPOLES,salsicha,morango,vinho tinto,pão,,,,,,,,,,,,,,
DANIEL CRUZ,iogurte,frango,,,,,,,,,,,,,,,,
LUIZ SANTOS,queijo ralado,amendoim,azeitona,leite,açúcar,sopa pronta,,,,,,,,,,,,
SÁVIO COSTA,atum enlatado,vinho,queijo,presunto,,,,,,,,,,,,,,
SERGIO RODRIGUES,energético,macarrão,linguiça,óleo de soja,mel,,,,,,,,,,,,,
SERGIO OLIVEIRA,energético,sopa pronta,kiwi,,,,,,,,,,,,,,,
OTÁVIO SILVA,batata frita,picanha,,,,,,,,,,,,,,,,
MAYCON OLIVEIRA,cogumelo,vinho branco,queijo,presunto,pão,cenoura,,,,,,,,,,,,
LUIZ DEMARQUE,cerveja,picanha,carvão,sabão,,,,,,,,,,,,,,
VANESSA SILVA,batata,macarrão,uva,pão,queijo,,,,,,,,,,,,,
OTÁVIO BANDEIRA,verduras,frango,arroz,salada,energético,,,,,,,,,,,,,
JÚLIO SILVA,lasanha,morango,torrada,abacaxi,kiwi,gelatina,,,,,,,,,,,,
WEMERSON RODRIGUES,alface,bisnaguinha,manga,granola,chocolate,,,,,,,,,,,,,
JOÃO LIMA,água tônica,azeite,arroz,feijão,,,,,,,,,,,,,,
JOÃO DEMARQUE,filé de frango,arroz,,,,,,,,,,,,,,,,
GUSTAVO RODRIGUES,uva,catchup,energético,pão,,,,,,,,,,,,,,
JOÃO COSTA,patê,vinho tinto,queijo,presunto,pão,cebola,arroz,feijão,frango,salada,,,,,,,,
MAYCON RODRIGUES,vinho,pão,granola,atum enlatado,uva,nhoque,batata,,,,,,,,,,,
VANESSA OLIVEIRA,presunto,molho de tomate,espumante,,,,,,,,,,,,,,,
DANIEL NÁPOLES,detergente,pudim,granola,tomate,alho,,,,,,,,,,,,,
SÁVIO COSTA,whisky,água de coco,kiwi,alho,tempero pronto,sardinha enlatada,vinho,queijo,,,,,,,,,,
JÚLIO SANTOS,pizza,refrigerante,cerveja artesanal,sopa pronta,presunto,,,,,,,,,,,,,
ALYSON LIMA,mel,farinha de mandioca,pepino,banana,patê,,,,,,,,,,,,,
MAYCON OLIVEIRA,açúcar,arroz,,,,,,,,,,,,,,,,
FILIPE CRUZ,manga,massa de pizza,água de coco,bisnaguinha,presunto,suco,picanha,presunto,,,,,,,,,,
JÚLIO SILVA,alface,farinha de mandioca,papel higiênico,cerveja,picanha,carvão,cogumelo,,,,,,,,,,,
JÚLIO SOARES,hambúrguer,batata frita,,,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,açúcar,suco de laranja,,,,,,,,,,,,,,,,
GABRIEL RODRIGUES,maionese,manga,,,,,,,,,,,,,,,,
MAYCON SILVA,palmito,cerveja artesanal,energético,molho branco,patê,gelatina,água de coco,carne moída,macarrão,,,,,,,,,
PEDRO BANDEIRA,frango,arroz,,,,,,,,,,,,,,,,
ALYSON OLIVEIRA,vinho,queijo,,,,,,,,,,,,,,,,
OTÁVIO CARDOSO,catchup,bisnaguinha,,,,,,,,,,,,,,,,
SERGIO SILVA,vinho tinto,geleia,,,,,,,,,,,,,,,,
MAYCON NETO,chocolate,sorvete,,,,,,,,,,,,,,,,
GABRIEL LIMA,patê,leite,,,,,,,,,,,,,,,,
OTÁVIO CRUZ,geleia,milho verde,tomate,sardinha enlatada,,,,,,,,,,,,,,
OTÁVIO CRUZ,arroz,feijão,chá,cenoura,desinfetante,cerveja artesanal,vinagre,granola,mel,azeite,sabão,sorvete,batata,pizza,,,,
PEDRO NÁPOLES,achocolatado,macarrão,,,,,,,,,,,,,,,,
DANIEL BANDEIRA,sorvete,cerveja,carvão,salsicha,molho de tomate,kiwi,,,,,,,,,,,,
WEMERSON SANTOS,molho de tomate,palmito,geleia,frutas,sal,cenoura,ervilha,,,,,,,,,,,
DAVI CRUZ,linguiça,bisnaguinha,,,,,,,,,,,,,,,,
MAYCON SILVA,cogumelo,manteiga,barra de cereal,,,,,,,,,,,,,,,
VANESSA BANDEIRA,pepino,barra de cereal,manteiga,salada,,,,,,,,,,,,,,
DAVI BANDEIRA,pudim,suco de laranja,pão,manteiga,bolo,,,,,,,,,,,,,
WEMERSON LIMA,manga,alho,cebola,lasanha,molho pesto,molho pesto,,,,,,,,,,,,
JÚLIO BANDEIRA,nutella,açúcar,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,espumante,picanha,chá,maçã,manteiga,molho de tomate,amendoim,abacaxi,,,,,,,,,,
DANIEL SILVA,gelatina,vinho,queijo,presunto,pão,papel higiênico,peixe,óleo de soja,pão,manteiga,geleia,hambúrguer,,,,,,
LUIZ LIMA,chá,bolo,limão,vinagre,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,tempero pronto,catchup,bisnaguinha,pepino,salada,tomate,,,,,,,,,,,,
DAVI SOARES,chá,café,açúcar,bolo,leite,mel,,,,,,,,,,,,
LUIZ LIMA,castanhas,atum enlatado,papel higiênico,,,,,,,,,,,,,,,
WEMERSON SOARES,suco de laranja,pão,manteiga,mel,morango,alface,desinfetante,,,,,,,,,,,
SERGIO SILVA,energético,sal,carvão,picanha,cerveja,vodka,atum enlatado,,,,,,,,,,,
GABRIEL SILVA,suco de laranja,pão,manteiga,açúcar,água tônica,energético,feijão,mostarda,café,bolo,,,,,,,,
JÚLIO SANTOS,tomate,água tônica,tomate,molho branco,molho branco,,,,,,,,,,,,,
ALYSON RODRIGUES,palmito,picanha,pão,manteiga,queijo,presunto,geleia,uva,manteiga,maçã,lasanha,sorvete,cebola,água de coco,peixe,,,
JOÃO COSTA,peixe,alface,café,açúcar,bolo,,,,,,,,,,,,,
MAYCON NÁPOLES,filé de frango,arroz,feijão,salada,,,,,,,,,,,,,,
VANESSA COSTA,torrada,peito de peru,suco,macarrão,torrada,,,,,,,,,,,,,
WEMERSON CARDOSO,queijo,arroz,biscoito,maionese,,,,,,,,,,,,,,
WEMERSON SOARES,manteiga,cerveja artesanal,arroz,pudim,castanhas,,,,,,,,,,,,,
SERGIO BANDEIRA,farinha de mandioca,uva,alface,massa de pizza,macarrão,,,,,,,,,,,,,
PEDRO NÁPOLES,pão,manteiga,queijo,presunto,,,,,,,,,,,,,,
SÁVIO DEMARQUE,molho branco,sabão,,,,,,,,,,,,,,,,
VICTOR SOARES,amendoim,iogurte,pimenta,azeite,castanhas,,,,,,,,,,,,,
FILIPE BANDEIRA,suco de laranja,pão,manteiga,,,,,,,,,,,,,,,
GABRIEL SANTOS,arroz,feijão,frango,salada,,,,,,,,,,,,,,
GABRIEL BANDEIRA,granola,farinha de mandioca,,,,,,,,,,,,,,,,
PEDRO RODRIGUES,azeitona,água tônica,pepino,óleo de soja,morango,,,,,,,,,,,,,
SERGIO LIMA,chá,patê,iogurte,nhoque,salada,alface,,,,,,,,,,,,
GUSTAVO MASSI,vinho tinto,queijo,,,,,,,,,,,,,,,,
GABRIEL NÁPOLES,óleo de soja,cenoura,desinfetante,carvão,salsicha,,,,,,,,,,,,,
ALYSON SANTOS,água de coco,chocolate,leite,,,,,,,,,,,,,,,
LUIZ CARDOSO,tempero pronto,maionese,presunto,molho de tomate,,,,,,,,,,,,,,
ALYSON SILVA,morango,maionese,,,,,,,,,,,,,,,,
PEDRO SANTOS,geleia,sardinha enlatada,,,,,,,,,,,,,,,,
MAYCON BANDEIRA,patê,tempero pronto,,,,,,,,,,,,,,,,
PEDRO NETO,linguiça,chá,arroz,frango,salada,,,,,,,,,,,,,
SÁVIO NETO,leite,geleia,,,,,,,,,,,,,,,,
VICTOR SANTOS,morango,queijo,bisnaguinha,leite,,,,,,,,,,,,,,
DAVI RODRIGUES,amendoim,bolo,patê,feijão,carvão,cerveja,salsicha,,,,,,,,,,,
VANESSA MASSI,palmito,sopa pronta,,,,,,,,,,,,,,,,
GUSTAVO BANDEIRA,vinho tinto,queijo,presunto,arroz,frango,salada,maionese,sardinha enlatada,alface,,,,,,,,,
FILIPE MASSI,vinho tinto,queijo,presunto,,,,,,,,,,,,,,,
VANESSA SANTOS,suco de laranja,pão,bolo,,,,,,,,,,,,,,,
LUIZ LIMA,maionese,palmito,peito de peru,tempero pronto,,,,,,,,,,,,,,
MAYCON RODRIGUES,barra de cereal,nutella,geleia,sardinha enlatada,sopa pronta,cerveja,,,,,,,,,,,,
JÚLIO BANDEIRA,detergente,café,açúcar,leite,suco de laranja,manteiga,,,,,,,,,,,,
LUIZ SILVA,abacaxi,água de coco,massa de pizza,nhoque,picanha,batata frita,queijo ralado,morango,,,,,,,,,,
DANIEL SANTOS,limão,frango,arroz,,,,,,,,,,,,,,,
PEDRO COSTA,linguiça,queijo,sorvete,uva,vinho,pão,leite,feijão,linguiça,granola,cebola,,,,,,,
FILIPE NETO,peixe,mostarda,azeitona,,,,,,,,,,,,,,,
GUSTAVO NÁPOLES,refrigerante,maionese,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,nutella,vinho branco,queijo,presunto,pão,,,,,,,,,,,,,
JÚLIO COSTA,cenoura,salada,alface,tomate,vinagre,,,,,,,,,,,,,
SERGIO DEMARQUE,cenoura,farinha de trigo,sopa pronta,manteiga,torrada,frutas,castanhas,molho branco,desinfetante,geleia,nutella,pepino,maçã,limão,tomate,azeite,,
MAYCON OLIVEIRA,hambúrguer,batata frita,cerveja,,,,,,,,,,,,,,,
DAVI DEMARQUE,peixe,farinha de trigo,frutas,suco de laranja,bolo,sabão,batata frita,kiwi,,,,,,,,,,
GUSTAVO MASSI,mostarda,bisnaguinha,alface,filé de frango,feijão,maionese,,,,,,,,,,,,
PEDRO SOARES,alho,sabão,,,,,,,,,,,,,,,,
ALYSON SOARES,batata frita,óleo de soja,achocolatado,,,,,,,,,,,,,,,
MAYCON BANDEIRA,desinfetante,laranja,,,,,,,,,,,,,,,,
JOÃO OLIVEIRA,tomate,massa de pizza,cereal,pepino,granola,iogurte,cenoura,,,,,,,,,,,
JÚLIO SILVA,cebola,limão,,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,alho,alface,,,,,,,,,,,,,,,,
LUIZ SILVA,farinha de mandioca,salsicha,,,,,,,,,,,,,,,,
OTÁVIO RODRIGUES,verduras,picanha,,,,,,,,,,,,,,,,
JOÃO NETO,manteiga,carne moída,carne moída,granola,,,,,,,,,,,,,,
OTÁVIO BANDEIRA,abacaxi,café,açúcar,,,,,,,,,,,,,,,
DAVI SILVA,limão,pão,manteiga,queijo,presunto,geleia,atum enlatado,molho branco,batata frita,,,,,,,,,
ALYSON NÁPOLES,ervilha,cenoura,,,,,,,,,,,,,,,,
DAVI SILVA,arroz,feijão,salada,açúcar,picanha,castanhas,,,,,,,,,,,,
PEDRO NETO,cenoura,presunto,castanhas,,,,,,,,,,,,,,,
JOÃO DEMARQUE,tomate,vinho branco,,,,,,,,,,,,,,,,
SERGIO SILVA,massa de pizza,achocolatado,barra de cereal,pizza,sal,,,,,,,,,,,,,
SÁVIO OLIVEIRA,carvão,vodka,salsicha,manga,,,,,,,,,,,,,,
MAYCON OLIVEIRA,frutas,suco,bolo,carne moída,arroz,feijão,frango,salada,alho,chocolate,,,,,,,,
MAYCON OLIVEIRA,pudim,torrada,,,,,,,,,,,,,,,,
GUSTAVO SOARES,nhoque,mostarda,bolo,iogurte,água de coco,banana,,,,,,,,,,,,
PEDRO BANDEIRA,batata,achocolatado,presunto,abacaxi,cebola,cerveja artesanal,mostarda,,,,,,,,,,,
LUIZ SILVA,atum enlatado,ervilha,pizza,refrigerante,cerveja artesanal,pimenta,pimenta,cerveja artesanal,,,,,,,,,,
GUSTAVO CRUZ,energético,patê,frutas,óleo de soja,batata frita,nutella,kiwi,iogurte,óleo de soja,,,,,,,,,
GUSTAVO SOARES,vinho tinto,presunto,pão,,,,,,,,,,,,,,,
VICTOR NETO,sorvete,nutella,,,,,,,,,,,,,,,,
GUSTAVO NÁPOLES,farinha de trigo,desinfetante,sopa pronta,vinagre,chocolate,sorvete,leite,,,,,,,,,,,
JÚLIO SOARES,catchup,sardinha enlatada,cebola,,,,,,,,,,,,,,,
JOÃO MASSI,mel,sabão,,,,,,,,,,,,,,,,
FILIPE MASSI,refrigerante,cogumelo,cerveja artesanal,macarrão,vinagre,torrada,molho de tomate,mel,iogurte,sabão,cerveja artesanal,,,,,,,
MAYCON SANTOS,cereal,palmito,maionese,,,,,,,,,,,,,,,
SERGIO NETO,bolo,laranja,tempero pronto,barra de cereal,amendoim,cerveja artesanal,papel higiênico,vinho branco,queijo,,,,,,,,,
SERGIO OLIVEIRA,vodka,água tônica,pepino,,,,,,,,,,,,,,,
DANIEL SILVA,nhoque,cogumelo,manteiga,massa de pizza,pizza,refrigerante,farinha de trigo,picanha,,,,,,,,,,
ALYSON NÁPOLES,whisky,mostarda,chocolate,,,,,,,,,,,,,,,
DAVI NETO,detergente,manga,sardinha enlatada,tomate,iogurte,granola,atum enlatado,macarrão,patê,,,,,,,,,
DAVI MASSI,barra de cereal,cerveja artesanal,pudim,feijão,frango,arroz,nhoque,óleo de soja,,,,,,,,,,
DAVI LIMA,carvão,cerveja,vodka,abacaxi,manteiga,cogumelo,pimenta,salsicha,carne moída,maçã,detergente,chocolate,sorvete,,,,,
DANIEL LIMA,sabão,pepino,uva,manteiga,biscoito,alface,,,,,,,,,,,,
LUIZ OLIVEIRA,vinho tinto,presunto,,,,,,,,,,,,,,,,
SERGIO LIMA,palmito,torrada,,,,,,,,,,,,,,,,
GUSTAVO DEMARQUE,chocolate,sorvete,leite,kiwi,patê,água de coco,ervilha,,,,,,,,,,,
WEMERSON MASSI,sal,molho pesto,macarrão,peito de peru,feijão,massa de pizza,,,,,,,,,,,,
DANIEL CRUZ,arroz,frango,biscoito,,,,,,,,,,,,,,,
ALYSON SILVA,desinfetante,cogumelo,barra de cereal,óleo de soja,manteiga,espumante,kiwi,banana,sardinha enlatada,alface,,,,,,,,
VICTOR SILVA,biscoito,cebola,,,,,,,,,,,,,,,,
JÚLIO SILVA,cogumelo,abacaxi,iogurte,,,,,,,,,,,,,,,
SÁVIO SILVA,feijão,espumante,achocolatado,alface,,,,,,,,,,,,,,
OTÁVIO CRUZ,detergente,refrigerante,pudim,,,,,,,,,,,,,,,
PEDRO SOARES,filé de frango,salada,sorvete,linguiça,bolo,,,,,,,,,,,,,
WEMERSON COSTA,arroz,frango,salada,salada,alface,tomate,cenoura,,,,,,,,,,,
ALYSON NÁPOLES,tomate,cerveja artesanal,pepino,macarrão,ervilha,energético,,,,,,,,,,,,
LUIZ SOARES,pudim,farinha de mandioca,palmito,achocolatado,peixe,amendoim,cerveja artesanal,,,,,,,,,,,
SERGIO CRUZ,energético,pizza,cerveja artesanal,maionese,,,,,,,,,,,,,,
GABRIEL SOARES,geleia,limão,,,,,,,,,,,,,,,,
GUSTAVO BANDEIRA,molho branco,patê,alho,salsicha,filé de frango,arroz,feijão,,,,,,,,,,,
DANIEL LIMA,bolo,picanha,castanhas,biscoito,bisnaguinha,bisnaguinha,pudim,,,,,,,,,,,
SERGIO CARDOSO,gelatina,molho pesto,batata,,,,,,,,,,,,,,,
ALYSON SANTOS,nutella,mostarda,,,,,,,,,,,,,,,,
SERGIO BANDEIRA,molho pesto,vinho tinto,queijo,presunto,pão,maionese,espumante,,,,,,,,,,,
VICTOR OLIVEIRA,pimenta,geleia,pudim,cereal,patê,massa de pizza,,,,,,,,,,,,
SERGIO SOARES,salsicha,nhoque,molho branco,nutella,palmito,,,,,,,,,,,,,
JOÃO NÁPOLES,manteiga,pimenta,papel higiênico,vinho branco,queijo,presunto,pão,,,,,,,,,,,
GABRIEL NÁPOLES,alho,chá,linguiça,iogurte,pimenta,arroz,feijão,frango,laranja,molho branco,pão,,,,,,,
VICTOR DEMARQUE,linguiça,açúcar,,,,,,,,,,,,,,,,
MAYCON CRUZ,peixe,mostarda,água tônica,torrada,farinha de mandioca,vinho,presunto,maçã,chocolate,sorvete,leite,granola,pimenta,alho,cerveja artesanal,refrigerante,,
MAYCON LIMA,granola,cogumelo,cerveja artesanal,bisnaguinha,,,,,,,,,,,,,,
WEMERSON RODRIGUES,manteiga,manteiga,torrada,bolo,amendoim,chá,refrigerante,picanha,vinho branco,presunto,pão,,,,,,,
DAVI SOARES,atum enlatado,achocolatado,filé de frango,,,,,,,,,,,,,,,
SERGIO CRUZ,alface,óleo de soja,tempero pronto,morango,,,,,,,,,,,,,,
JÚLIO DEMARQUE,leite,granola,café,açúcar,,,,,,,,,,,,,,
PEDRO NÁPOLES,amendoim,maçã,,,,,,,,,,,,,,,,
FILIPE COSTA,maionese,granola,gelatina,salsicha,vodka,espumante,,,,,,,,,,,,
GABRIEL CRUZ,farinha de mandioca,alface,,,,,,,,,,,,,,,,
WEMERSON BANDEIRA,café,açúcar,bolo,abacaxi,limão,batata,,,,,,,,,,,,
FILIPE MASSI,óleo de soja,sardinha enlatada,manga,cerveja,picanha,carvão,,,,,,,,,,,,
GABRIEL DEMARQUE,frutas,manga,nhoque,queijo ralado,vinagre,mel,pizza,,,,,,,,,,,
GABRIEL SOARES,água de coco,salsicha,,,,,,,,,,,,,,,,
GABRIEL SILVA,farinha de trigo,cerveja,picanha,,,,,,,,,,,,,,,
GABRIEL BANDEIRA,frango,arroz,feijão,,,,,,,,,,,,,,,
VANESSA SOARES,castanhas,ervilha,energético,granola,vinho branco,queijo,presunto,pão,,,,,,,,,,
JOÃO OLIVEIRA,bisnaguinha,azeitona,sorvete,queijo,açúcar,,,,,,,,,,,,,
GABRIEL SILVA,manga,lasanha,,,,,,,,,,,,,,,,
FILIPE SANTOS,azeitona,amendoim,manga,hambúrguer,,,,,,,,,,,,,,
PEDRO BANDEIRA,achocolatado,gelatina,,,,,,,,,,,,,,,,
SERGIO RODRIGUES,vinho tinto,queijo,pão,farinha de trigo,manteiga,cerveja artesanal,azeitona,whisky,alho,,,,,,,,,
MAYCON NETO,café,açúcar,,,,,,,,,,,,,,,,
MAYCON SILVA,nutella,geleia,alho,,,,,,,,,,,,,,,
JOÃO OLIVEIRA,pepino,pizza,,,,,,,,,,,,,,,,
LUIZ CARDOSO,leite,sopa pronta,sardinha enlatada,vinho tinto,queijo,pão,lasanha,catchup,,,,,,,,,,
MAYCON RODRIGUES,água tônica,castanhas,,,,,,,,,,,,,,,,
DANIEL DEMARQUE,bisnaguinha,lasanha,desinfetante,geleia,,,,,,,,,,,,,,
WEMERSON SANTOS,azeitona,granola,feijão,picanha,suco,iogurte,pimenta,farinha de mandioca,,,,,,,,,,
JÚLIO RODRIGUES,massa de pizza,água de coco,batata frita,gelatina,gelatina,chocolate,sorvete,kiwi,achocolatado,,,,,,,,,
PEDRO OLIVEIRA,ervilha,batata frita,linguiça,suco de laranja,bolo,pimenta,,,,,,,,,,,,
JÚLIO BANDEIRA,amendoim,água tônica,salsicha,picanha,amendoim,whisky,,,,,,,,,,,,
PEDRO SILVA,achocolatado,espumante,tempero pronto,alho,granola,suco de laranja,,,,,,,,,,,,
DANIEL OLIVEIRA,tomate,frutas,bisnaguinha,detergente,,,,,,,,,,,,,,
MAYCON NÁPOLES,uva,tempero pronto,catchup,iogurte,,,,,,,,,,,,,,
GABRIEL SANTOS,vinho branco,queijo,presunto,pepino,biscoito,granola,,,,,,,,,,,,
WEMERSON CRUZ,macarrão,manga,,,,,,,,,,,,,,,,
VANESSA OLIVEIRA,nhoque,carne moída,atum enlatado,leite,sal,salsicha,,,,,,,,,,,,
JOÃO SILVA,granola,cebola,iogurte,bolo,mel,linguiça,lasanha,mel,mel,frango,arroz,feijão,salada,granola,macarrão,,,
GABRIEL OLIVEIRA,óleo de soja,vinho,queijo,pão,,,,,,,,,,,,,,
OTÁVIO CRUZ,salada,alface,,,,,,,,,,,,,,,,
JÚLIO COSTA,verduras,vodka,água tônica,água de coco,suco de laranja,,,,,,,,,,,,,
GUSTAVO OLIVEIRA,manteiga,espumante,manteiga,vinho tinto,,,,,,,,,,,,,,
FILIPE DEMARQUE,presunto,queijo,mostarda,manteiga,azeitona,bolo,manteiga,,,,,,,,,,,
LUIZ BANDEIRA,torrada,filé de frango,,,,,,,,,,,,,,,,
VANESSA NETO,palmito,suco,,,,,,,,,,,,,,,,
DAVI SILVA,detergente,batata frita,energético,macarrão,molho de tomate,,,,,,,,,,,,,
GABRIEL NÁPOLES,água de coco,bolo,ervilha,banana,granola,,,,,,,,,,,,,
VICTOR OLIVEIRA,verduras,feijão,chá,abacaxi,maçã,,,,,,,,,,,,,
GABRIEL DEMARQUE,batata frita,gelatina,,,,,,,,,,,,,,,,
DAVI NETO,filé de frango,arroz,feijão,torrada,peixe,macarrão,pudim,bolo,,,,,,,,,,
VANESSA BANDEIRA,hambúrguer,batata frita,cerveja,mostarda,molho branco,café,açúcar,bolo,leite,espumante,manteiga,,,,,,,
DANIEL CRUZ,carne moída,bisnaguinha,mel,massa de pizza,azeite,maionese,,,,,,,,,,,,
SERGIO DEMARQUE,pizza,refrigerante,,,,,,,,,,,,,,,,
VICTOR COSTA,filé de frango,arroz,feijão,salada,,,,,,,,,,,,,,
PEDRO SOARES,hambúrguer,cerveja,,,,,,,,,,,,,,,,
MAYCON NÁPOLES,café,açúcar,bolo,,,,,,,,,,,,,,,
GABRIEL SANTOS,cenoura,molho pesto,kiwi,castanhas,kiwi,,,,,,,,,,,,,
DAVI BANDEIRA,vinho tinto,queijo,pão,cebola,ervilha,azeitona,maçã,sopa pronta,hambúrguer,,,,,,,,,
JOÃO SOARES,granola,manteiga,,,,,,,,,,,,,,,,
MAYCON DEMARQUE,feijão,filé de frango,salada,alho,,,,,,,,,,,,,,
LUIZ NETO,vinho branco,queijo,presunto,morango,lasanha,sal,achocolatado,nutella,sal,palmito,vinagre,atum enlatado,hambúrguer,batata frita,,,,
DAVI LIMA,arroz,feijão,frango,salada,laranja,achocolatado,cebola,,,,,,,,,,,
DANIEL SILVA,peito de peru,milho verde,café,leite,tempero pronto,torrada,espumante,ervilha,cerveja artesanal,,,,,,,,,
GUSTAVO RODRIGUES,sorvete,torrada,atum enlatado,banana,mel,batata,refrigerante,peixe,,,,,,,,,,
VICTOR BANDEIRA,barra de cereal,pepino,presunto,cerveja artesanal,,,,,,,,,,,,,,
WEMERSON MASSI,linguiça,alho,limão,,,,,,,,,,,,,,,
LUIZ DEMARQUE,azeite,arroz,,,,,,,,,,,,,,,,
VICTOR LIMA,frutas,granola,patê,,,,,,,,,,,,,,,
VICTOR OLIVEIRA,mostarda,batata,açúcar,azeitona,,,,,,,,,,,,,,
OTÁVIO SOARES,biscoito,laranja,kiwi,cebola,,,,,,,,,,,,,,
SÁVIO NÁPOLES,feijão,cenoura,suco,energético,azeite,pudim,ervilha,frango,,,,,,,,,,
MAYCON SANTOS,pepino,frutas,,,,,,,,,,,,,,,,
DAVI SOARES,castanhas,sardinha enlatada,,,,,,,,,,,,,,,,
WEMERSON LIMA,castanhas,salsicha,linguiça,linguiça,,,,,,,,,,,,,,
GUSTAVO CRUZ,vinho,queijo,presunto,pão,gelatina,,,,,,,,,,,,,
FILIPE OLIVEIRA,alface,amendoim,mel,,,,,,,,,,,,,,,
DAVI RODRIGUES,nhoque,nutella,,,,,,,,,,,,,,,,
LUIZ SOARES,patê,desinfetante,iogurte,arroz,carvão,picanha,salsicha,vodka,,,,,,,,,,
SÁVIO COSTA,peito de peru,vinho tinto,presunto,pão,café,açúcar,,,,,,,,,,,,
OTÁVIO NETO,vinho,presunto,cereal,manteiga,alho,,,,,,,,,,,,,
JÚLIO SILVA,filé de frango,arroz,feijão,,,,,,,,,,,,,,,
VICTOR BANDEIRA,pão,manteiga,queijo,geleia,lasanha,filé de frango,arroz,,,,,,,,,,,
WEMERSON LIMA,palmito,presunto,,,,,,,,,,,,,,,,
MAYCON LIMA,carne moída,achocolatado,papel higiênico,laranja,cerveja,,,,,,,,,,,,,
MAYCON SANTOS,alho,geleia,salsicha,presunto,óleo de soja,energético,salsicha,,,,,,,,,,,
GABRIEL LIMA,sopa pronta,iogurte,cogumelo,queijo ralado,café,açúcar,bolo,,,,,,,,,,,
JÚLIO SOARES,sorvete,limão,,,,,,,,,,,,,,,,
SÁVIO NÁPOLES,farinha de trigo,pão,,,,,,,,,,,,,,,,
ALYSON SILVA,verduras,torrada,maçã,,,,,,,,,,,,,,,
SÁVIO LIMA,amendoim,whisky,alface,maçã,patê,,,,,,,,,,,,,
ALYSON MASSI,verduras,salsicha,,,,,,,,,,,,,,,,
MAYCON NÁPOLES,atum enlatado,manteiga,arroz,feijão,frango,suco de laranja,pão,,,,,,,,,,,
GUSTAVO MASSI,sopa pronta,carne moída,laranja,molho de tomate,,,,,,,,,,,,,,
